date,year,month,quarter,period,flow_code,flow_label,partner_iso,partner_name,hs_code,hs_description,primary_value_usd,fob_value_usd,cif_value_usd,is_reported
2015-02-01,2015,2,1,201502,M,imports,JPN,Japan,85,"Electrical machinery and equipment and parts thereof; sound recorders and reproducers; television image and sound recorders and reproducers, parts and accessories of such articles",125278211.0,0.0,125278211.0,False
2015-02-01,2015,2,1,201502,M,imports,KOR,South Korea,85,"Electrical machinery and equipment and parts thereof; sound recorders and reproducers; television image and sound recorders and reproducers, parts and accessories of such articles",63694448.0,0.0,63694448.0,False
2015-02-01,2015,2,1,201502,M,imports,MYS,Malaysia,85,"Electrical machinery and equipment and parts thereof; sound recorders and reproducers; television image and sound recorders and reproducers, parts and accessories of such articles",52059466.0,0.0,52059466.0,False
2015-02-01,2015,2,1,201502,M,imports,PHL,Philippines,85,"Electrical machinery and equipment and parts thereof; sound recorders and reproducers; television image and sound recorders and reproducers, parts and accessories of such articles",11060163.0,0.0,11060163.0,False
2015-02-01,2015,2,1,201502,M,imports,SGP,Singapore,85,"Electrical machinery and equipment and parts thereof; sound recorders and reproducers; television image and sound recorders and reproducers, parts and accessories of such articles",116357331.0,0.0,116357331.0,False
2015-02-01,2015,2,1,201502,M,imports,THA,Thailand,85,"Electrical machinery and equipment and parts thereof; sound recorders and reproducers; television image and sound recorders and reproducers, parts and accessories of such articles",45643068.0,0.0,45643068.0,False
2015-02-01,2015,2,1,201502,M,imports,USA,United States,85,"Electrical machinery and equipment and parts thereof; sound recorders and reproducers; television image and sound recorders and reproducers, parts and accessories of such articles",45693862.0,0.0,45693862.0,False
2015-02-01,2015,2,1,201502,M,imports,VNM,Vietnam,85,"Electrical machinery and equipment and parts thereof; sound recorders and reproducers; television image and sound recorders and reproducers, parts and accessories of such articles",101506679.0,0.0,101506679.0,False
2015-02-01,2015,2,1,201502,M,imports,W00,World,85,"Electrical machinery and equipment and parts thereof; sound recorders and reproducers; television image and sound recorders and reproducers, parts and accessories of such articles",1248209133.0,0.0,1248209133.0,False
2015-03-01,2015,3,1,201503,X,exports,CHN,China,85,"Electrical machinery and equipment and parts thereof; sound recorders and reproducers; television image and sound recorders and reproducers, parts and accessories of such articles",27697880.0,27697880.0,0.0,False
2015-03-01,2015,3,1,201503,X,exports,DEU,Germany,85,"Electrical machinery and equipment and parts thereof; sound recorders and reproducers; television image and sound recorders and reproducers, parts and accessories of such articles",15231150.0,15231150.0,0.0,False
2015-03-01,2015,3,1,201503,X,exports,JPN,Japan,85,"Electrical machinery and equipment and parts thereof; sound recorders and reproducers; television image and sound recorders and reproducers, parts and accessories of such articles",110230991.0,110230991.0,0.0,False
2015-03-01,2015,3,1,201503,X,exports,KOR,South Korea,85,"Electrical machinery and equipment and parts thereof; sound recorders and reproducers; television image and sound recorders and reproducers, parts and accessories of such articles",30252463.0,30252463.0,0.0,False
2015-03-01,2015,3,1,201503,X,exports,MYS,Malaysia,85,"Electrical machinery and equipment and parts thereof; sound recorders and reproducers; television image and sound recorders and reproducers, parts and accessories of such articles",29595305.0,29595305.0,0.0,False
2015-03-01,2015,3,1,201503,X,exports,PHL,Philippines,85,"Electrical machinery and equipment and parts thereof; sound recorders and reproducers; television image and sound recorders and reproducers, parts and accessories of such articles",12149342.0,12149342.0,0.0,False
2015-03-01,2015,3,1,201503,X,exports,SGP,Singapore,85,"Electrical machinery and equipment and parts thereof; sound recorders and reproducers; television image and sound recorders and reproducers, parts and accessories of such articles",155557309.0,155557309.0,0.0,False
2015-03-01,2015,3,1,201503,X,exports,THA,Thailand,85,"Electrical machinery and equipment and parts thereof; sound recorders and reproducers; television image and sound recorders and reproducers, parts and accessories of such articles",31135799.0,31135799.0,0.0,False
2015-03-01,2015,3,1,201503,X,exports,USA,United States,85,"Electrical machinery and equipment and parts thereof; sound recorders and reproducers; television image and sound recorders and reproducers, parts and accessories of such articles",105443002.0,105443002.0,0.0,False
2015-03-01,2015,3,1,201503,X,exports,VNM,Vietnam,85,"Electrical machinery and equipment and parts thereof; sound recorders and reproducers; television image and sound recorders and reproducers, parts and accessories of such articles",13084675.0,13084675.0,0.0,False
2015-03-01,2015,3,1,201503,X,exports,W00,World,85,"Electrical machinery and equipment and parts thereof; sound recorders and reproducers; television image and sound recorders and reproducers, parts and accessories of such articles",766345289.0,766345289.0,0.0,False
2015-03-01,2015,3,1,201503,M,imports,CHN,China,85,"Electrical machinery and equipment and parts thereof; sound recorders and reproducers; television image and sound recorders and reproducers, parts and accessories of such articles",516504777.0,0.0,516504777.0,False
2015-03-01,2015,3,1,201503,M,imports,DEU,Germany,85,"Electrical machinery and equipment and parts thereof; sound recorders and reproducers; television image and sound recorders and reproducers, parts and accessories of such articles",38869596.0,0.0,38869596.0,False
2015-03-01,2015,3,1,201503,M,imports,JPN,Japan,85,"Electrical machinery and equipment and parts thereof; sound recorders and reproducers; television image and sound recorders and reproducers, parts and accessories of such articles",134948615.0,0.0,134948615.0,False
2015-03-01,2015,3,1,201503,M,imports,KOR,South Korea,85,"Electrical machinery and equipment and parts thereof; sound recorders and reproducers; television image and sound recorders and reproducers, parts and accessories of such articles",83732882.0,0.0,83732882.0,False
2015-03-01,2015,3,1,201503,M,imports,MYS,Malaysia,85,"Electrical machinery and equipment and parts thereof; sound recorders and reproducers; television image and sound recorders and reproducers, parts and accessories of such articles",52451726.0,0.0,52451726.0,False
2015-03-01,2015,3,1,201503,M,imports,PHL,Philippines,85,"Electrical machinery and equipment and parts thereof; sound recorders and reproducers; television image and sound recorders and reproducers, parts and accessories of such articles",12493060.0,0.0,12493060.0,False
2015-03-01,2015,3,1,201503,M,imports,SGP,Singapore,85,"Electrical machinery and equipment and parts thereof; sound recorders and reproducers; television image and sound recorders and reproducers, parts and accessories of such articles",129974854.0,0.0,129974854.0,False
2015-03-01,2015,3,1,201503,M,imports,THA,Thailand,85,"Electrical machinery and equipment and parts thereof; sound recorders and reproducers; television image and sound recorders and reproducers, parts and accessories of such articles",48614471.0,0.0,48614471.0,False
2015-03-01,2015,3,1,201503,M,imports,USA,United States,85,"Electrical machinery and equipment and parts thereof; sound recorders and reproducers; television image and sound recorders and reproducers, parts and accessories of such articles",32836954.0,0.0,32836954.0,False
2015-03-01,2015,3,1,201503,M,imports,VNM,Vietnam,85,"Electrical machinery and equipment and parts thereof; sound recorders and reproducers; television image and sound recorders and reproducers, parts and accessories of such articles",106888854.0,0.0,106888854.0,False
2015-03-01,2015,3,1,201503,M,imports,W00,World,85,"Electrical machinery and equipment and parts thereof; sound recorders and reproducers; television image and sound recorders and reproducers, parts and accessories of such articles",1331189871.0,0.0,1331189871.0,False
2015-04-01,2015,4,2,201504,X,exports,CHN,China,85,"Electrical machinery and equipment and parts thereof; sound recorders and reproducers; television image and sound recorders and reproducers, parts and accessories of such articles",27743435.0,27743435.0,0.0,False
2015-04-01,2015,4,2,201504,X,exports,DEU,Germany,85,"Electrical machinery and equipment and parts thereof; sound recorders and reproducers; television image and sound recorders and reproducers, parts and accessories of such articles",24666530.0,24666530.0,0.0,False
2015-04-01,2015,4,2,201504,X,exports,JPN,Japan,85,"Electrical machinery and equipment and parts thereof; sound recorders and reproducers; television image and sound recorders and reproducers, parts and accessories of such articles",99905666.0,99905666.0,0.0,False
2015-04-01,2015,4,2,201504,X,exports,KOR,South Korea,85,"Electrical machinery and equipment and parts thereof; sound recorders and reproducers; television image and sound recorders and reproducers, parts and accessories of such articles",24460441.0,24460441.0,0.0,False
2015-04-01,2015,4,2,201504,X,exports,MYS,Malaysia,85,"Electrical machinery and equipment and parts thereof; sound recorders and reproducers; television image and sound recorders and reproducers, parts and accessories of such articles",31686322.0,31686322.0,0.0,False
2015-04-01,2015,4,2,201504,X,exports,PHL,Philippines,85,"Electrical machinery and equipment and parts thereof; sound recorders and reproducers; television image and sound recorders and reproducers, parts and accessories of such articles",9559596.0,9559596.0,0.0,False
2015-04-01,2015,4,2,201504,X,exports,SGP,Singapore,85,"Electrical machinery and equipment and parts thereof; sound recorders and reproducers; television image and sound recorders and reproducers, parts and accessories of such articles",140297016.0,140297016.0,0.0,False
2015-04-01,2015,4,2,201504,X,exports,THA,Thailand,85,"Electrical machinery and equipment and parts thereof; sound recorders and reproducers; television image and sound recorders and reproducers, parts and accessories of such articles",29569391.0,29569391.0,0.0,False
2015-04-01,2015,4,2,201504,X,exports,USA,United States,85,"Electrical machinery and equipment and parts thereof; sound recorders and reproducers; television image and sound recorders and reproducers, parts and accessories of such articles",98026673.0,98026673.0,0.0,False
2015-04-01,2015,4,2,201504,X,exports,VNM,Vietnam,85,"Electrical machinery and equipment and parts thereof; sound recorders and reproducers; television image and sound recorders and reproducers, parts and accessories of such articles",21194144.0,21194144.0,0.0,False
2015-04-01,2015,4,2,201504,X,exports,W00,World,85,"Electrical machinery and equipment and parts thereof; sound recorders and reproducers; television image and sound recorders and reproducers, parts and accessories of such articles",739662571.0,739662571.0,0.0,False
2015-04-01,2015,4,2,201504,M,imports,CHN,China,85,"Electrical machinery and equipment and parts thereof; sound recorders and reproducers; television image and sound recorders and reproducers, parts and accessories of such articles",551910809.0,0.0,551910809.0,False
2015-04-01,2015,4,2,201504,M,imports,DEU,Germany,85,"Electrical machinery and equipment and parts thereof; sound recorders and reproducers; television image and sound recorders and reproducers, parts and accessories of such articles",29336602.0,0.0,29336602.0,False
2015-04-01,2015,4,2,201504,M,imports,JPN,Japan,85,"Electrical machinery and equipment and parts thereof; sound recorders and reproducers; television image and sound recorders and reproducers, parts and accessories of such articles",140715700.0,0.0,140715700.0,False
2015-04-01,2015,4,2,201504,M,imports,KOR,South Korea,85,"Electrical machinery and equipment and parts thereof; sound recorders and reproducers; television image and sound recorders and reproducers, parts and accessories of such articles",64257054.0,0.0,64257054.0,False
2015-04-01,2015,4,2,201504,M,imports,MYS,Malaysia,85,"Electrical machinery and equipment and parts thereof; sound recorders and reproducers; television image and sound recorders and reproducers, parts and accessories of such articles",64703365.0,0.0,64703365.0,False
2015-04-01,2015,4,2,201504,M,imports,PHL,Philippines,85,"Electrical machinery and equipment and parts thereof; sound recorders and reproducers; television image and sound recorders and reproducers, parts and accessories of such articles",9196441.0,0.0,9196441.0,False
2015-04-01,2015,4,2,201504,M,imports,SGP,Singapore,85,"Electrical machinery and equipment and parts thereof; sound recorders and reproducers; television image and sound recorders and reproducers, parts and accessories of such articles",138315720.0,0.0,138315720.0,False
2015-04-01,2015,4,2,201504,M,imports,THA,Thailand,85,"Electrical machinery and equipment and parts thereof; sound recorders and reproducers; television image and sound recorders and reproducers, parts and accessories of such articles",40866325.0,0.0,40866325.0,False
2015-04-01,2015,4,2,201504,M,imports,USA,United States,85,"Electrical machinery and equipment and parts thereof; sound recorders and reproducers; television image and sound recorders and reproducers, parts and accessories of such articles",51313288.0,0.0,51313288.0,False
2015-04-01,2015,4,2,201504,M,imports,VNM,Vietnam,85,"Electrical machinery and equipment and parts thereof; sound recorders and reproducers; television image and sound recorders and reproducers, parts and accessories of such articles",119746600.0,0.0,119746600.0,False
2015-04-01,2015,4,2,201504,M,imports,W00,World,85,"Electrical machinery and equipment and parts thereof; sound recorders and reproducers; television image and sound recorders and reproducers, parts and accessories of such articles",1371156941.0,0.0,1371156941.0,False
2015-05-01,2015,5,2,201505,X,exports,CHN,China,85,"Electrical machinery and equipment and parts thereof; sound recorders and reproducers; television image and sound recorders and reproducers, parts and accessories of such articles",27864895.0,27864895.0,0.0,False
2015-05-01,2015,5,2,201505,X,exports,DEU,Germany,85,"Electrical machinery and equipment and parts thereof; sound recorders and reproducers; television image and sound recorders and reproducers, parts and accessories of such articles",14268322.0,14268322.0,0.0,False
2015-05-01,2015,5,2,201505,X,exports,JPN,Japan,85,"Electrical machinery and equipment and parts thereof; sound recorders and reproducers; television image and sound recorders and reproducers, parts and accessories of such articles",89867925.0,89867925.0,0.0,False
2015-05-01,2015,5,2,201505,X,exports,KOR,South Korea,85,"Electrical machinery and equipment and parts thereof; sound recorders and reproducers; television image and sound recorders and reproducers, parts and accessories of such articles",21013174.0,21013174.0,0.0,False
2015-05-01,2015,5,2,201505,X,exports,MYS,Malaysia,85,"Electrical machinery and equipment and parts thereof; sound recorders and reproducers; television image and sound recorders and reproducers, parts and accessories of such articles",29657103.0,29657103.0,0.0,False
2015-05-01,2015,5,2,201505,X,exports,PHL,Philippines,85,"Electrical machinery and equipment and parts thereof; sound recorders and reproducers; television image and sound recorders and reproducers, parts and accessories of such articles",8038598.0,8038598.0,0.0,False
2015-05-01,2015,5,2,201505,X,exports,SGP,Singapore,85,"Electrical machinery and equipment and parts thereof; sound recorders and reproducers; television image and sound recorders and reproducers, parts and accessories of such articles",132460676.0,132460676.0,0.0,False
2015-05-01,2015,5,2,201505,X,exports,THA,Thailand,85,"Electrical machinery and equipment and parts thereof; sound recorders and reproducers; television image and sound recorders and reproducers, parts and accessories of such articles",27813177.0,27813177.0,0.0,False
